Taxonomy_node_ID	clusterName	Markers
CS1908210046	Exc L2 LAMP5 LTK	entrez:102723742|entrez:147381
CS1908210047	Exc L2-4 LINC00507 GLP2R	entrez:10203|entrez:26002|entrez:5179
CS1908210048	Exc L2-3 LINC00507 FREM3	entrez:23316|entrez:54873
CS1908210049	Exc L5-6 THEMIS C1QL3	entrez:144920|entrez:387357|entrez:7837
CS1908210050	Exc L3-4 RORB CARM1P1	entrez:100130873|entrez:80323|entrez:8492
CS1908210051	Exc L3-5 RORB ESR1	entrez:105371677|entrez:301
CS1908210052	Exc L3-5 RORB COL22A1	entrez:196475|entrez:4311
CS1908210053	Exc L3-5 RORB FILIP1L	entrez:101928196|entrez:1290|entrez:22854|entrez:23316
CS1908210054	Exc L3-5 RORB TWIST2	entrez:101927281|entrez:117581|entrez:643677
CS1908210055	Exc L4-5 RORB FOLH1B	entrez:101927835|entrez:282996|entrez:4887
CS1908210056	Exc L4-6 RORB SEMA3E	entrez:101928622|entrez:56475
CS1908210057	Exc L4-5 RORB DAPK2	entrez:101928151|entrez:105374971|entrez:8538
CS1908210058	Exc L5-6 RORB TTC12	entrez:105371833|entrez:10886|entrez:7139
CS1908210059	Exc L4-6 RORB C1R	entrez:22801|entrez:84466|entrez:9033
CS1908210060	Exc L4-5 FEZF2 SCN4B	entrez:105376457|entrez:105378657
CS1908210061	Exc L5-6 THEMIS DCSTAMP	entrez:101928196|entrez:105378486
CS1908210062	Exc L5-6 THEMIS CRABP1	entrez:25903|entrez:6641
CS1908210063	Exc L5-6 THEMIS FGF10	entrez:101928964|entrez:283431
CS1908210064	Exc L4-6 FEZF2 IL26	entrez:100885789|entrez:55801
CS1908210065	Exc L5-6 FEZF2 ABO	entrez:23213|entrez:92949
CS1908210066	Exc L6 FEZF2 SCUBE1	entrez:105379054|entrez:5288
CS1908210067	Exc L5-6 FEZF2 IL15	entrez:2078|entrez:255743|entrez:4929
CS1908210068	Exc L6 FEZF2 OR2T8	entrez:26577|entrez:3486|entrez:729025|entrez:84189
CS1908210069	Exc L5-6 FEZF2 EFTUD1P1	entrez:105377183|entrez:10886
CS1908210070	OPC L1-6 PDGFRA	
CS1908210071	Astro L1-6 FGFR3 SLC14A1	|entrez:105376917|entrez:6507
CS1908210072	Astro L1-2 FGFR3 GFAP	|entrez:3399|entrez:4494
CS1908210073	Oligo L1-6 OPALIN	
CS1908210074	Endo L2-6 NOSTRIN	
CS1908210075	Micro L1-6 TYROBP	
CS1908210148		
