defined_class	Marker_set_of	Minimal_markers	Brain_region_abbv	Species_abbv	Brain_region	Parent
http://purl.obolibrary.org/obo/PCL_0020533	Inh SST CBLN4	entrez:100397008|entrez:100415377	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020534	Inh SST ABI3BP	entrez:100393956|entrez:100401328	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020535	Inh SST TMEFF2	entrez:100384959|entrez:100387951|entrez:100415065	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020536	Inh SST P4HA1	entrez:100393956|entrez:100403389|entrez:103792490	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020537	Inh SST LTBP1	entrez:100397114|entrez:100415258	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020538	Inh SST AIM1	entrez:100412634|entrez:100415258	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020539	Inh SST VAPA	entrez:100400628|entrez:103793609	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020540	Inh SST PCSK5	entrez:100396908|entrez:100397539|entrez:100403212	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020541	Inh PVALB OTOGL	entrez:100391703|entrez:100408527|entrez:100411083	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020542	Inh PVALB LOC103790362	entrez:100388016|entrez:100389991|entrez:100894622	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020543	Inh PVALB OSBP2	entrez:100389059|entrez:100406508|entrez:100408669	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020544	Inh PVALB LOC103789439	entrez:100389991|entrez:100390091|entrez:100390937|entrez:100393107	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020545	Inh PVALB GSTK1	entrez:100390937|entrez:100400628|entrez:100406508|entrez:100408527	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020546	Inh PVALB C8H7orf62	entrez:100390937|entrez:100410743|entrez:100414890	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020547	Inh PVALB SST LRRC6	entrez:100400628|entrez:100400741|entrez:100894622|entrez:100895717	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020548	Inh PVALB ADAMTS3	entrez:100388729|entrez:100397165|entrez:100414899	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020549	Inh PVALB SST EYS	entrez:100400628|entrez:100408527|entrez:103788721	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020550	Inh PVALB PCDH19	entrez:100408527|entrez:100413817|entrez:103788721	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020551	Inh PVALB KLHL29	entrez:100398854|entrez:100400367|entrez:100413159	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020552	Inh PVALB FAM19A4	entrez:100389848|entrez:100408527	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020553	Exc THEMIS ANO3	entrez:100385404|entrez:100393976|entrez:100397271|entrez:100410743	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020554	Exc RORB LOC108588466	entrez:100387876|entrez:100407043|entrez:103791648|entrez:108588466	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020555	Exc RORB SERPINE2	entrez:100401590|entrez:100402439|entrez:100409827	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020556	Exc RORB NDST3	entrez:100390807|entrez:100397643|entrez:100410743	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020557	Exc RORB KNL1	entrez:100390165	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020558	Exc RORB CAV3	entrez:100408486	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020559	Exc THEMIS KCTD16	entrez:100394114|entrez:100403177|entrez:100407007|entrez:100413446	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020560	Exc THEMIS COBL	entrez:100393865|entrez:100400958|entrez:100403440|entrez:100413043	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020561	Exc RORB LOC108593203	entrez:100404533|entrez:108593203	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020562	Exc RORB ANKRD27	entrez:100386721|entrez:100397656|entrez:100406528	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020563	Exc RORB ACTA2	entrez:100404533|entrez:100405410|entrez:100411307	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020564	Exc RORB USH1C	entrez:100386444|entrez:100400564|entrez:100414159	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020565	Exc RORB SLC38A11	entrez:100397271|entrez:100401449|entrez:100411307	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020566	Exc RORB PPA2	entrez:100387459|entrez:100410860|entrez:108588895	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020567	Exc RORB CHGA	entrez:100401449|entrez:100405410|entrez:100410860|entrez:100411377	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020568	Exc RORB HACL1	entrez:100389848|entrez:100390058|entrez:100409658|entrez:100894919	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020569	Oligo SLC1A3 LOC103793418	entrez:100405831|entrez:100406710	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020570	Exc THEMIS ARL13B	entrez:100386839|entrez:100401702|entrez:100403177	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020571	Exc FEZF2 PIEZO2	entrez:100393601|entrez:103793569	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020572	Exc FEZF2 PDZRN4	entrez:100396272|entrez:100412026	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020573	Exc FEZF2 RGS4	entrez:100407531|entrez:100410860	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020574	Exc FEZF2 NRP1	entrez:100394500|entrez:100410860	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020575	Exc FEZF2 ARSJ	entrez:100410860|entrez:100410965	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020576	Exc THEMIS NTNG2	entrez:100405312|entrez:100408417	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020577	Exc FEZF2 CRYM	entrez:100385663|entrez:100411083	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020578	OPC PDGFRA VCAN	entrez:100402664|entrez:100412331	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020579	Astro FGFR3 EPHB1	entrez:100395775|entrez:100413173|entrez:100415632	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020580	Astro FGFR3 NWD1	entrez:100386317|entrez:100391501|entrez:100406856|entrez:100895459|entrez:108587679	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020581	Astro FGFR3 RCN2	entrez:100386317|entrez:100392165|entrez:100397724|entrez:100413173	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020582	Astro FGFR3 GFAP	entrez:100393644	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020583	Oligo OPALIN LOC103790018	entrez:100400400|entrez:103789268	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020584	Oligo OPALIN MOBP	entrez:100387382|entrez:100392144|entrez:100397952|entrez:100402879	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020585	Endo NOSTRIN IL1R1	entrez:100393945|entrez:100404865	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020586	Endo NOSTRIN CXCL12	entrez:100403987|entrez:100414003	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020587	Glia SLC1A3-like FBLN5	entrez:100392828	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020588	Peri SLC1A3-like CHST3	entrez:100405319|entrez:100408994|entrez:100410597	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020589	Peri SLC1A3-like EPSTI1	entrez:100386999|entrez:100388823	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020590	VLMC PDGFRA C7	entrez:100385053|entrez:100405391	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020591	VLMC SLC1A3 CEMIP	entrez:100397812|entrez:103789461	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020592	VLMC SLC1A3 SLC13A3	entrez:100387605|entrez:100400232	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020593	VLMC SLC1A3-like SLC47A1	entrez:100399056	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020594	Micro TYROBP LOC103788313	entrez:100411367|entrez:103788313	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020595	(Mouse Lamp5)-like	entrez:100411615	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020596	(Mouse Sncg)-like	entrez:100393865|entrez:100402719|entrez:100414317	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020597	(Mouse Vip)-like	entrez:103791740|entrez:108588071	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020598	(Mouse Sst)-like	entrez:100393956|entrez:100402133	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020599	(Mouse Pvalb)-like	entrez:100392984|entrez:100408669	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020600	(Mouse L2/3 IT)-like	entrez:100389848|entrez:100410743	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020601	(Mouse L5 IT)-like	entrez:100397656|entrez:100401180|entrez:100405410	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020602	(Mouse L6 IT)-like	entrez:100385404|entrez:100388051|entrez:100402689|entrez:100405584	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020603	(Mouse L5 ET)-like	entrez:100388255|entrez:100393601	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020604	(Mouse L6 CT)-like	entrez:100410860|entrez:100411439	M1	Marmoset	UBERON:0001384	SO:0001260
http://purl.obolibrary.org/obo/PCL_0020619	Sst Chodl(i)	entrez:100402683|entrez:100895717	M1	Marmoset	UBERON:0001384	SO:0001260
